id,placeName,description,address,image,rating,location,longitude,latitude
1,The Egyptian Museum In Cairo,"The Egyptian Museum is the oldest archaeological museum in the Middle East, and houses the largest collection of Pharaonic antiquities in the world. The museum displays an extensive collection spanning from the Predynastic Period to the Greco-Roman Era.",Cairo,https://tinyurl.com/yffcchwp,4.5,https://goo.gl/maps/RBKxVzj3sa6zpFcL9,30.04846529,31.23365667
2,The Hanging Church,"Its unusual moniker comes from the fact that it's built on top of the gates of an old Roman fortress. Located within Old Coptic Cairo (Masr al-Qadima) in what was ancient Egypt's Heliopolite Nome, the Hanging Church is just a stone's throw from the famous Babylon Fortress",Cairo,https://tinyurl.com/2p82vznx,4.6,https://goo.gl/maps/xuWFMckZMCXia6uG7,30.00537779,31.2301826
3,Ben Ezra Synagogue,"According to local folklore, it is located on the site where baby Moses was found. This was the synagogue whose geniza or store room was found in the 19th century to contain a treasure of forgotten, stored-away Hebrew, Aramaic and Judeo-Arabic secular and sacred manuscripts.",Cairo,https://tinyurl.com/5yfscyep,4.4,https://goo.gl/maps/eaLT34SLYj2D6UXR6,30.00591405,31.23115281
4,Amr Ibn Al-Aas Mosque,"The original structure was the first mosque ever built in Egypt and the whole of Africa. For 600 years, the mosque was also an important center of Islamic learning until Al-Muizz's Al-Azhar Mosque in Islamic Cairo replaced it. Through the twentieth century, it was the fourth largest mosque in the Islamic world.",Cairo,https://tinyurl.com/ykkp8vtr,4.7,https://goo.gl/maps/qNYToszHRdkg1NEi9,30.01024228,31.23343751
5,St. Barbara Church,"While Saint Barbara's Church has been a long-lasting example of ancient Coptic architecture, it resembles the shape of ancient basilicas. It comprises an entrance, a narthex, a long nave, several aisles and three sanctuaries.",Cairo,https://tinyurl.com/ycx2wxxb,4.8,https://goo.gl/maps/FBgYnwAEBDxC2ju78,30.00622487,31.2316865
6,Coptic Museum,"The Coptic Museum houses the largest collection of Coptic artifacts in the world and was inaugurated in 1910. The museum was established through the efforts of Marcus Simaika Pasha, a prominent Coptic figure who was vested in the preservation of Coptic heritage.",Cairo,https://tinyurl.com/9eccufhj,4.5,https://goo.gl/maps/dwT648gvW1YM835dA,30.00603902,31.23033536
7,Dahshur Pyramids,"Once completed, the pyramid was considered to be a success, as it was a fully constructed, smooth sided, and a free standing pyramid rising to a height of 341 feet (104 meters), with an angle of 43 degrees.",Giza,https://tinyurl.com/43try5tm,0,https://goo.gl/maps/p4TnBxyC2LLgHTHT8,29.79626774,31.24040422
8,Giza Plateau,"The Giza Plateau of Egypt, located about 15 miles southwest of modern Cairo, is one of the most important and famous archaeological sites in the world. It is home to the Great Pyramid, the only one of the Seven Wonders of the Ancient World still standing.",Giza,https://tinyurl.com/jx3v5a79,4.6,https://goo.gl/maps/1xGcaMQrJF19nCy18,29.98076374,31.13486124
9,Saqqara,"Located south of Cairo, Saqqara was the vast necropolis of the Ancient Egyptian capital, Memphis, and is home to the nation's oldest pyramid: the Step Pyramid of Djoser. Aside from being home to Egypt's oldest pyramid, Saqqara is the largest archaeological site in the country.",Giza,https://tinyurl.com/4mebjcxb,0,https://goo.gl/maps/JHacvWjyZTquFug39,29.85116889,31.21711036
10,Citadel of saladin cairo,"The Citadel of Saladin, known colloquially in English as the Cairo Citadel, is strategically located on a promontory beneath the Mokattam Mountain that made it difficult to attack. It was considered the most impressive and ambitious military fortification at the time of its construction.",Cairo,https://tinyurl.com/yc55wcaw,4.6,https://goo.gl/maps/NRhQHgpG4g9LK2Sf6,30.02899386,31.26051866
11,The Royal Carriages Museum,"The Museum houses a unique collection, of which the most notable are various sizes and types of royal carriages, one of the most distinguished objects in the Museum is the grand Alay Carriage, which is characterized by its finest workmanship and elaborate decoration.",Cairo,https://tinyurl.com/2xxkvvdd,4.4,https://goo.gl/maps/v1ffQdMvoNfg66ob7,30.05602612,31.23136848
12,Abdeen Palace,"The Palace is also characterized by its exquisite Italian, Turkish, and French designs and decorations as well as a collection of rare paintings and pieces of furniture decorated with gold. One of the richest museums, the sons and grandsons of Khedive Ismail took care of and preserved it.",Cairo,https://tinyurl.com/332mbvap,4.6,https://goo.gl/maps/v86EGLZapGQ1VfBg8,30.04325195,31.24728674
13,Museum of Islamic Art,"The Museum of Islamic Art contains one of the largest and most extensive collections of Islamic artifacts in the world. The idea of collecting and display the grand collection of artifacts began in 1880 AD. Eventually the building was established and inaugurated in 1903 AD, during the region of Khedive Abbas Helmy ll.",Cairo,https://tinyurl.com/3c4c9xtc,4.6,https://goo.gl/maps/RDJ2u29PdL7ZGFdW7,30.04488687,31.25266219
14,National Museum of Egyptian Civilization(NMEC),"The NMEC is the first of its kind in Egypt and the Arab world. It presents the full range of the richness and diversity of Egyptian civilization throughout the ages, from prehistoric times to the present day by focusing on its continuity and stability as demonstrated by its tangible and intangible heritage.",Cairo,https://tinyurl.com/5heue2un,4.7,https://goo.gl/maps/Nxuw2QaMQwRpbiPi6,30.0085122,31.24822991
15,Baron Empain Palace,"Baron Empain's palace, with its Indian style and tower, stands out in the desert landscape, distinct from the rest of the city. The palace reflects the high status of its owner and marks a major milestone in the urban landscape of Heliopolis.",Cairo,https://tinyurl.com/33j4sk7k,4.5,https://goo.gl/maps/AyRNcpePra6E6SFh9,30.08692887,31.33030714
16,Cairo Tower,"Cairo Tower, is a free-standing concrete tower in Cairo, Egypt. At 187 m (614 ft), it has been the tallest structure in Egypt and North Africa for about 50 years. It was the tallest structure in Africa for ten years until 1971, when it was surpassed by Hillbrow Tower in South Africa.",Cairo,https://tinyurl.com/358r9uju,4.3,https://goo.gl/maps/Kxjy4FR1jpfSm6nJ9,30.04608217,31.22427371
17,Khan el-Khalili,"Khan el-Khalili is a famous bazaar and souq (or souk) in the historic center of Cairo, Egypt. Established as a center of trade in the Mamluk era and named for one of its several historic caravanserais, the bazaar district has since become one of Cairo's main attractions for tourists and Egyptians alike. It is also home to many Egyptian artisans and workshops involved in the production of traditional crafts and souvenirs. The name Khan el-Khalili historically referred to a single building in the area; today it refers to the entire shopping distric",Cairo,https://tinyurl.com/b7ktvj28,4.4,https://goo.gl/maps/PpHtJWqL7oDeVZnv6,30.04780361,31.26224844
18,Bayt Al-Suhaymi,"Bayt Al-Suhaymi (""House of Suhaymi"") is a Traditional Egyptian Islamic themed house and museum in Cairo, Egypt. It was originally built in 1648 by Abdel Wahab el Tablawy along the Darb al-Asfar, a very prestigious and expensive part of Islamic Cairo.",Cairo,https://tinyurl.com/mryyz9xt,4.6,https://goo.gl/maps/95qi9sEGRRmZB41t9,30.05227774,31.26238828
19,Muhammad Ali Pasha Palace,"The main building was similar to a mosque, having four ceilings surrounding a huge fountain as if it were a mosque courtyard. It was a rare architectural masterpiece, combining architecture and arts of the Western and Islamic worlds.",Cairo,https://tinyurl.com/yr3ke72k,4.3,https://goo.gl/maps/kiruuLQ94iav3VEA9,30.11392088,31.24333086
20,Muhammad Ali Mosque,"It was built by Muhammad Ali Pasha in 1265 AH\ 1848 AD on the site of Mamluk palaces. This mosque is known as the ""Alabaster Mosque"", in reference to its marble paneling on its interior and exterior walls. The mosque's twin minarets are the highest in all of Egypt, each reaching a height of 84 meters.",Cairo,https://tinyurl.com/5n7y356s,4.7,https://goo.gl/maps/1kzpMPWGAjgnnubp8,30.02883154,31.25993742
21,October War Panorama Museum,"It represents the story of the Egyptian people's opposition and victory in one of the Egyptian Armed Forces most significant battles in history, via a museum display scenario which documents the phases before, during, and after October War, using various museum displays suitable for all ages.",Cairo,https://tinyurl.com/4mx5wbc2,4.4,https://goo.gl/maps/SLvXTCrZz8rRw8w59,30.07456304,31.30712561
22,Al-Azhar Mosque,"After its dedication in 972, and with the hiring by mosque authorities of 35 scholars in 989, the mosque slowly developed into what is today the second oldest continuously run university in the world after Al-Qarawiyyin in Idrisid Fes.",Cairo,https://tinyurl.com/2p8pex8a,4.8,https://goo.gl/maps/s6maSp5TyF65aYC3A,30.04626427,31.26327938
23,Sultan Hassan Mosque,"Commissioned by the Mamluk Sultan of Egypt An-Nasir Hassan and completed in 1359, it was an impressive architectural achievement for its time. At 150 meters (492 feet) in length, with its tallest minaret towering 68 meters (223 feet) above Cairo's old city, it's one of the largest mosques in the world.",Cairo,https://tinyurl.com/5cyhpexc,4.8,https://goo.gl/maps/AmCXt7VogCi5LF7s7,30.03236578,31.25713135
24,Mosque of Ibn Tulun,"It is one of the oldest mosques in Egypt as well as the whole of Africa surviving in its full original form, and is the largest mosque in Cairo in terms of land area. It is built around an open square courtyard which allows natural light to travel through.",Cairo,https://tinyurl.com/sja26fnu,4.7,https://goo.gl/maps/1wWXTGNXYk6eZghL6,30.02893641,31.24979965
25,Aisha Fahmy Palace,Aisha Fahmy Palace is a rare masterpiece with stunning architecture that makes visitors feel like they travelled backwards in time. This beautiful historic gem in Cairo nowadays hosts mainly art exhibitions like textiles and fine art paintings.,Cairo,https://tinyurl.com/n8rjcn8z,4.6,https://goo.gl/maps/HTsg38K9SiBV3Swx8,30.05938003,31.22505493
26,The Grand Egyptian Museum,The Grand Egyptian Museum is the world's largest museum dedicated to a single civilization. The collection consisting of King Tut's tomb and tens of thousands of other rare and unique archaeological finds has found a new home in a museum built on the plateau of the pyramids of Giza.,Giza,https://tinyurl.com/4ffthxzw,4.4,https://goo.gl/maps/jXbS1QdAovxs3XXA7,29.99493368,31.12256065
27,Pharaonic Village,"The Pharaonic Village is an open-air museum located in Cairo, Egypt. It is a unique and fascinating attraction that provides visitors with a glimpse into the ancient world of the Pharaohs. The village is home to a variety of replicas of ancient Egyptian monuments, including temples, tombs, and pyramids.",Giza,https://tinyurl.com/2asapvmf,4.3,https://goo.gl/maps/5VcpdKqvm5jnNEds5,29.99768463,31.21474589
28,Solar Boat Museum,The solar boat that was discovered in the year 1954 near the Great Pyramid of Giza consists of 1224 pieces of wood. The boat is 44 meters long and around 5.9 meters wide and it has 12 paddles. A compartment that stands upon three circular columns is located at the stern of the solar boat.,Giza,https://tinyurl.com/2p8ujwva,4.5,https://goo.gl/maps/t6RTrzM4beoGoZwQ9,29.97817465,31.13520651
29,The Museum of Islamic Ceramics,"The first of its kind in the Middle East, it houses a rare collection of ceramics acquired from different Islamic countries that represent various techniques of decoration applied in the Islamic world from Morocco in the west to Iran in the east.",Giza,https://tinyurl.com/da4rxxwk,3.9,https://goo.gl/maps/UwFs6MAxkpGUXvGn9,30.05660763,31.22414734
30,Egypt Papyrus Museum,They have a huge collection of papyrus both for Egyptian history and Arabic/Islamic Choreography. They also have a few collections written in phosphorus where you'll get different designs/shapes in the dark . Glad to have the little demonstration on how papyrus is being prepared by Cutting the stalks.,Giza,https://tinyurl.com/5n74c2n4,3.9,https://goo.gl/maps/GPyXEZQ8TyVkzgEB7,29.98035582,31.14457775
31,Bahariya Oasis,"Bahariya is one of the more fetching of the desert circuit oases, and at just 365km from Cairo it's also the most accessible. Much of the oasis floor here is covered by sprawling shady date palms and speckled with dozens of natural springs, which beg to be plunged into.",Giza,https://tinyurl.com/4zfh46wm,0,https://goo.gl/maps/EaxwAvaJrfQ8HEY16,28.38449495,28.91117533
32,Agricultural Museum,"exhibits depict Egypt's field crops, horticultural and garden plants, and popular agricultural machinery. The first floor specializes in grain crops such as wheat, barley, corn, and rice, and also has a room on onions and garlic.",Giza,https://tinyurl.com/4yrmvn5z,4.2,https://goo.gl/maps/QmZANzeku3CPMDT98,30.04627474,31.21192226
33,Abusir Area,"The Abusir pyramid complex is located on the Western Desert plateau at the edge of the cultivated plain, with the Giza Pyramids to its north, and Saqqara to its south, and served as one of the main elite cemeteries for the ancient Egyptian capital city of Memphis.",Giza,https://tinyurl.com/ypxmktuk,4,https://goo.gl/maps/FMLTVZo3Pmyjw1Ew8,29.89823879,31.20119428
34,Mit Rahina Museum,"The only remaining evidence of Memphis is this noteworthy open-air museum, built around a magnificent fallen colossal limestone statue of Ramses II. Its position on its back gives a great opportunity to inspect the carving up close â€“ even the pharaoh's nipples are very precise.",Giza,https://tinyurl.com/52nxncvj,4.5,https://goo.gl/maps/XcrowKZ9ZJHvf9AA7,29.84942277,31.25431244
35,Al-Azhar Park ,"Al-Azhar Park is a public park located in the heart of Cairo and is one of the city's largest green spaces. The park features beautifully landscaped gardens, a lake, and several restaurants and cafes. It also offers stunning views of the Cairo skyline and is a popular spot for picnics and family outings. ",Cairo,https://tinyurl.com/4hh9j4tn,4.5,https://goo.gl/maps/H5Hpq34MKdVeiQxV9,30.04073941,31.26472145
36,Orman Botanical Garden,"Orman Botanical Garden is a 28-acre park in the Giza district of Cairo. It is home to a wide variety of plants and trees, including rare and exotic species. The garden also features several ponds and fountains, making it a tranquil and peaceful place to visit.",Cairo,https://tinyurl.com/3udmxw8n,4.3,https://goo.gl/maps/x7D84Wnj1kUUbSjc6,30.029207,31.21298969
37,Giza Zoo,"Giza Zoo is a large zoological park located in the Giza district of Cairo. The zoo is home to over 400 species of animals, including lions, tigers, elephants, and giraffes. It also has a large birdhouse and an aquarium. ",Giza,https://tinyurl.com/yujexe4t,3.8,https://goo.gl/maps/HDquf7SCJdhZYkp99,30.02809225,31.21597232
38,Aquarium Grotto Garden,"Aquarium Grotto Garden is a small park and aquarium located in the Maadi district of Cairo. The park features a beautiful garden and a small lake with colorful fish. The aquarium has a variety of marine life on display, including sharks, turtles, and colorful fish",Cairo,https://tinyurl.com/mr3b52me,3.8,https://goo.gl/maps/79W2MqJqmnSdYhXn6,30.05657614,31.21902229
39,Ibn Tulun Mosque,"The Ibn Tulun Mosque is a historic mosque located in the Sayyida Zeinab neighborhood of Cairo. It was built in the 9th century and is one of the oldest mosques in the city. The mosque features beautiful Islamic architecture, including intricate carvings and geometric patterns",Cairo,https://tinyurl.com/4bhawje4,4.7,https://goo.gl/maps/6h29yL9HL1tXfiie6,30.02886749,31.24937801
40,Al-Rifa'i Mosque,"Al-Rifa'i Mosque is located in Citadel Square, adjacent to the Cairo Citadel. Now, it is also the royal mausoleum of Muhammad Ali's family. The building is located opposite the Mosque-Madrassa of Sultan Hassan, which dates from around 1361, and was architecturally conceived as a complement to the older structure.",Cairo,https://tinyurl.com/bdnr429u,4.8,https://goo.gl/maps/JG1eFYw8NGCc2fG59,30.03290416,31.25704045
41,Al-Nasir Muhammad Mosque,"The Sultan al-Nasir Muhammad ibn Qalawun Mosque is an early 14th-century mosque at the Citadel in Cairo, Egypt. It was built by the Mamluk sultan Al-Nasr Muhammad in 1318 as the royal mosque of the Citadel, where the sultans of Cairo performed their Friday prayers. The mosque is located across the street from the courtyard access to the Mosque of Muhammad Ali. The Sultan also built a religious complex in the center of the city, next to the one by his father Qalawun.",Cairo,https://tinyurl.com/bdf96ymc,4.7,https://goo.gl/maps/TeEBQTsY5VdLdhe38,30.03010466,31.26086517
42,Saint George Church,Saint Joseph Catholic Church is a Roman Catholic church located in the Zamalek area of Cairo. It was built in the early 20th century and is known for its beautiful Gothic architecture. The church features stunning stained-glass windows and a beautiful altar.,Cairo,https://tinyurl.com/y4ar7s87,4.7,https://goo.gl/maps/tTJ2U1VcmxP2b1wd7,30.05005538,31.24365739
43,All Saints' Cathedral,All Saints' Cathedral is an Anglican church located in the Zamalek area of Cairo. It was built in the early 20th century and is known for its beautiful Neo-Gothic architecture. The church features stunning stained-glass windows and a beautiful altar.,Cairo,https://tinyurl.com/4xyzxdjy,4.5,https://goo.gl/maps/iayphW31WPxvcnJs7,30.05834397,31.22348753
44,Gezira Island,"Gezira Island, also known as Zamalek Island, is a small island located in the center of the Nile River in Cairo, Egypt. It is connected to both banks of the river by several bridges, including the 15th of May Bridge and the Qasr Al Nil Bridge.",Cairo,https://tinyurl.com/bdfe2nys,4.4,https://goo.gl/maps/15KZmpDURUAgvPWU7,30.05362061,31.22254695
45,Japanese Garden,"The Japanese Garden, located in Helwan, Cairo, was built in 1917 by the Egyptian architect Zulfaqar Basha to represent cultures of the East. Full of fish ponds, hills, canals, and diverse trees the garden is most famous for its unique statues. For example, more than 30 Buddha statues—including the famous seated Buddha statue over a Lotus flower—and three statues of elephants adorn the garden. A lake there contains a statue of the three wise monkeys and their proverbial principle: “See no evil, Hear no evil, Speak no evil”. In front of that lake stands another statue of a master sitting with 48 students to teach them Buddhism. Along with the statues, the garden also has a promenade flanked by lanterns, a tall pagoda—a Buddhist temple—and a gazebo where some bands perform.",Cairo,https://tinyurl.com/5n86pbr7,3.8,https://goo.gl/maps/DNw3YpgFRpcVTujE7,30.14922902,31.37720615
46,Family Park,"The Family Park is one of Cairo’s newest parks. Located on the Suez Road in New Cairo, the park offers many ways to enjoy the beauty of nature as well as amuse children. Activities inside the park can be categorized into two groups: educational and entertaining. An educational center has buildings that look like Bibliotheca Alexandria, the Giza Zoo, and the Martial Museum; all to give knowledge to children. There are also several theaters where kids can perform to the park’s visitors. In addition, the park displays various infotainment movies in its 3D cinema. On the entertainment side, the park has its own mini zoo and safari plaza where kids can see ostriches, ducks, deer, and other animals as well as explore different types of plants. A train takes visitors on a tour around the park and through a lighthouse where riders can see panoramic views of the park.",Cairo,https://tinyurl.com/5etmxdam,4.4,https://goo.gl/maps/ZyxcbqiTV7G9SqqL9,30.09480549,31.5040171
47,Al Fustat Garden,"Located near the Al Azhar Park and Amr Ibn Al Aas Mosque, Al Fustat is one of Cairo’s historic gardens and also Egypt’s largest garden. It stretches over 250 acres and provides a green haven for all nature lovers.\",Cairo,https://tinyurl.com/362mmf6v,3.8,https://goo.gl/maps/fEr6eR8sPfLVkTw38,30.01152826,31.24521716
48,Gayer-Anderson Museum (Bayt al-Kiritliya),"This museum features the items of antiquity collected by John Gayer-Anderson, a British member of the Egyptian civil service in the 1930s and ‘40s, who restored two adjacent 16th- and 17th-century houses decorated with mashrabiyya screens and marble inlays.",Cairo,https://tinyurl.com/jcw8vhyz,4.6,https://goo.gl/maps/JwzQVsFGgY1SDH8k9,30.02852506,31.25073864
49,Manial Palace Museum,"Built by Prince Mohamed Ali (1875-1955), between 1901 and 1929, this palace complex houses six structures including a hunting museum belonging to the late King Farouk, the prince’s residence and furnishings and a beautiful garden.",Cairo,https://tinyurl.com/ytsf3zy7,4.6,https://goo.gl/maps/yxiDZBHaEhvPisuFA,30.02917105,31.23002247
50,Abdeen Palace Museum,"Formerly serving as a royal palace until the end of the monarchy in 1952, this history museum features a large collection of weapons and medals including knives, guns, cannons and an exhibit of medals.",Cairo,https://tinyurl.com/2p8ubdfn,4.6,https://goo.gl/maps/fwrGb2qeu5Q8YpoD7,30.04340984,31.24719018
51,Egyptian Textile Museum,Egyptian Textile Museum is a sabil built on Al-Mo'ez Street by Muhammad Ali Pasha in 1244 AH / 1828 as a charity on the spirit of his son Ismail who died in Sudan. It was converted in 2010 into the Egyptian textile museum. It is one of the most beautiful of the spices. It is well constructed and decorated with exquisite decoration.,Cairo,https://tinyurl.com/45k9tmny,4.6,https://goo.gl/maps/qXywjJCvAouFuxoq5,30.0079198,31.26001542
52,National Geographic Society Museum,"This complex comprises an ethnographic museum, debating chamber and a small historical library.",Cairo,https://tinyurl.com/yt6bd96h,4.4,https://goo.gl/maps/eMN1gsKwCTyzFJTe7,30.04129546,31.23599902
53,Khan Al-Khalili,"This vibrant open-air bazaar is a treasure trove of Egyptian culture, with bustling streets filled with local artisans and vendors. Here, you can pick up unique souvenirs like spices and perfumes, or simply soak up the local atmosphere. And don't forget to haggle for the best bargains. The best time to go is in the morning before the crowds arrive and the weather gets too hot. Take a break from the shopping and pay a visit to El-Fishawi Cafe, one of Cairo's oldest, for a cup of tea or coffee. ",Cairo ,https://tinyurl.com/4vmbnmj4,4.4,https://goo.gl/maps/De539ESYSuzuVJRv9,30.0525374,31.26158174
54,Cave Church,"The Monastery of Saint Simon, also known as the Cave Church, is located in the Mokattam mountain in southeastern Cairo, Egypt, in an area that is known as ‘garbage city’ because of the large population of garbage collectors or Zabbaleen that live there. The Zabbaleen are descendants of farmers who started migrating from Upper Egypt to Cairo in the 1940s. Fleeing poor harvests and poverty they came to the city looking for work and set-up makeshift settlements around the city. Initially, they stuck to their tradition of raising pigs, goats, chickens and other animals, but eventually found collecting and sorting of waste produced by the city residents more profitable. The Zabbaleen would sort through household garbage, salvaging and selling things of value, while the organic waste provided an excellent source of food for their animals. In fact, this arrangement worked so well, that successive waves of migrants came from Upper Egypt to live and work in the newly founded garbage villages of Cairo.",Cairo ,https://tinyurl.com/2p8x9s2x,4.3,https://goo.gl/maps/1xCuoPWaVQXokapq9,30.03316227,31.27655702
55,St Sergius and St Bacchus Church,"The Church of Saint Sergius and Bacchus, also known as Abu Serga, is built upon an ancient Roman fort in Old Cairo. The history of the church is still being debated. Some scholars believe that it dates to the late fourth to early fifth centuries AD, while others believe that it should approximately be dated to 17th century AD.",Cairo ,https://tinyurl.com/2p8z22zs,4.7,https://goo.gl/maps/1sydrZXWsWgXG5Se9,30.00642765,31.23068006
56,Cairo Opera House,"This cultural venue, The National Cultural Centre ""Cairo Opera House"" is part of the Ministry of Culture and serves as an umbrella organization for all the music or dance companies, galleries, museums and the educational programs of the Cairo Opera House. It was established in 1988 with the inauguration of the new Cairo Opera House. Its goal is to promote the arts of music and dance and to preserve and renew traditional Arab music.",Cairo ,https://tinyurl.com/3wwdc5uj,4.7,https://goo.gl/maps/Yq9CKaNeyhmiizdQ8,30.04245882,31.22365211
57,Nilometer,An ancient instrument used to measure the waters of the Nile so Egyptian farmers would know whether to expect famine or flood.,Cairo ,https://tinyurl.com/yc4cm9r4,4.5,https://goo.gl/maps/vTaNhgw2q19yKuCs9,30.00718099,31.22495232
58,Sayeda Zeinab Mosque,"The Sayeda Zainab Mosque and Mausoleum is located in the Sayeda Zainab neighborhood in Cairo, where the neighborhood took its name from the owner of the shrine located inside the mosque, and it is in the middle of the neighborhood and the square opposite the mosque is also known as Sayeda Zainab Square. The neighborhood in which the mosque is located is one of the most famous popular neighborhoods in Cairo, where it is crowded with cafes and restaurants for popular foods. The people of Cairo, especially during Ramadan, used to go to the cafes of this neighborhood and eat suhoor meals, especially there. One of the most famous landmarks of this neighborhood next to the Sayeda Zainab Mosque is also Zain El Abidine Street, which is a street parallel to the mosque and is one of the largest commercial streets in Cairo.",Cairo ,https://tinyurl.com/ukzuh458,4.9,https://goo.gl/maps/5BPJC3DNvuZujW3T9,30.0320844,31.2421845
59,Bab Zuweila,"Bab Zuwayla, with its impressive dimensions, perfect stone masonry, and graceful twin minarets rising from its round-fronted towers, is one of Cairo’s most iconic monuments. It is the only remaining gate of the southern wall of the city’s Fatimid phase. It lies at the end of Khiyamiyya Street and opens onto the historic al-Muizz Street, which leads to Bab al-Futuh. Built by the Fatimid vizier, Badr al-Jamali, in 485 AH/1092 AD. The gate was named after the tribe of Zuwayla, who came from north Africa with Jawhar al-Siqili and quartered near the gate.",Cairo ,https://tinyurl.com/wpds9y6h,4.7,https://goo.gl/maps/9gnE1pPfyYCirzVE9,30.04289904,31.25775018
60,Fort of Babylon,"The Babylon Fortress, known as the Wax Palace or Babylon Castle, is an ancient fortress located in the city of Cairo in Egypt, specifically in the Old Cairo area next to the Coptic Museum, and now the Pyramids of Giza. The fortress is considered one of the largest fortresses witnessed by the Roman civilization in Egypt, and is one of the largest fortresses built by the empire, as well as the center on which the city of Fustat was built.",Cairo ,https://tinyurl.com/yc4sy7hk,4.3,https://goo.gl/maps/9ht1oGE5t5JUFdHK7,30.00584415,31.22990131
61,Ramses II Red Granite Statue,"The Red Granite Statue of Ramesses II is a noteworthy and significant statue that located in Cairo, Egypt. It depicts Ramesses II, a transcendent and significant Pharaoh during the ancient Egyptian time frame, and is etched from red stone, an important statue famous for its life span. Ramesses II was the third ruler of Egypt's Nineteenth Dynasty, sometimes referred to as Ramesses the Great. He was one of the most powerful pharaohs in ancient Egypt history. You will discover many secrets about the life of Ramesses II with Your Egypt tours. The Ramesses II Red Granite Statue, a marvel of ancient Egyptian sculpture, During Egypt day tours you will know about the story of it Ramesses II.",Cairo ,https://tinyurl.com/ytvbwtdt,4.6,https://goo.gl/maps/fC48YVBG2evBybsV9,29.84981982,31.25567084
62,Wadi Degla Protectorate,Wadi Degla is a Desert lands protected area and one of the important valleys which extend from east to west with a length of 30 km.,Cairo ,https://tinyurl.com/s5nc9c2c,4.5,https://goo.gl/maps/xN1tV9k3BQEyjBsf6,29.94874672,31.37720532
63,Mashrabia Gallery of fine arts,"Mashrabia Gallery of Contemporary Art is one of the oldest and most important Contemporary Art galleries in Cairo and Egypt. Established in the late 80's, Mashrabia -since then- has been sharing in formation of the art scene in Egypt. The gallery is based in Downtown - Cairo , the most attractive and authentic district in Egypt, in front of the Egyptian Museum. The Gallery is exhibiting works for the most renowned artists in Egypt and also foreign artists from different nationalities. You can find : - Contemporary Art works - Paintings - Sculptures - Pop Art - Books : Art and Contemporary Text (Arabic - English - Italian translated) - Post cards. Visit during a walk beside the Egyptian Museum of Cairo.",NULL,NULL,NULL,NULL,30.04758374,31.23558162
